bug,class,method,line
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,539
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,540
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,541
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,542
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,543
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,544
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,545
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,546
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,547
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,548
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,549
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,550
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,552
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,553
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,554
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,555
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,556
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,557
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,558
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,559
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,560
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,561
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,562
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,563
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,564
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,565
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,566
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,569
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,571
12,org.apache.commons.math3.special.Gamma,invGamma1pm1,608
12,org.apache.commons.math3.special.Gamma,logGamma,246
12,org.apache.commons.math3.special.Gamma,logGamma,248
12,org.apache.commons.math3.special.Gamma,logGamma,250
12,org.apache.commons.math3.special.Gamma,logGamma,251
12,org.apache.commons.math3.special.Gamma,logGamma1p,624
12,org.apache.commons.math3.special.Gamma,logGamma1p,627
12,org.apache.commons.math3.special.Gamma,logGamma1p,631
12,org.apache.commons.math3.special.Gamma,regularizedGammaP,315
12,org.apache.commons.math3.special.Gamma,regularizedGammaP,317
12,org.apache.commons.math3.special.Gamma,regularizedGammaP,318
12,org.apache.commons.math3.special.Gamma,regularizedGammaP,319
12,org.apache.commons.math3.special.Gamma,regularizedGammaP,322
12,org.apache.commons.math3.special.Gamma,regularizedGammaP,325
12,org.apache.commons.math3.special.Gamma,regularizedGammaP,326
12,org.apache.commons.math3.special.Gamma,regularizedGammaP,327
12,org.apache.commons.math3.special.Gamma,regularizedGammaP,329
12,org.apache.commons.math3.special.Gamma,regularizedGammaP,332
12,org.apache.commons.math3.special.Gamma,regularizedGammaP,333
12,org.apache.commons.math3.special.Gamma,regularizedGammaP,336
12,org.apache.commons.math3.special.Gamma,regularizedGammaP,338
12,org.apache.commons.math3.special.Gamma,regularizedGammaP,340
12,org.apache.commons.math3.special.Gamma,regularizedGammaP,343
12,org.apache.commons.math3.special.Gamma,regularizedGammaP,347
12,org.apache.commons.math3.special.Gamma,regularizedGammaQ,393
12,org.apache.commons.math3.special.Gamma,regularizedGammaQ,395
12,org.apache.commons.math3.special.Gamma,regularizedGammaQ,397
12,org.apache.commons.math3.special.Gamma,regularizedGammaQ,403
12,org.apache.commons.math3.special.Gamma,regularizedGammaQ,416
12,org.apache.commons.math3.special.Gamma,regularizedGammaQ,417
12,org.apache.commons.math3.special.Gamma,regularizedGammaQ,420
12,org.apache.commons.math3.special.Gamma$1,<init>,403
12,org.apache.commons.math3.special.Gamma$1,getA,407
12,org.apache.commons.math3.special.Gamma$1,getB,412
12,org.apache.commons.math3.util.ContinuedFraction,<init>,45
12,org.apache.commons.math3.util.ContinuedFraction,<init>,46
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,128
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,129
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,132
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,136
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,137
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,138
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,139
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,141
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,142
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,143
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,145
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,146
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,149
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,150
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,154
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,155
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,156
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,158
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,162
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,167
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,168
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,171
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,172
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,173
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,174
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,175
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,177
12,org.apache.commons.math3.util.ContinuedFraction,evaluate,182
12,org.apache.commons.math3.util.FastMath,<clinit>,113
12,org.apache.commons.math3.util.FastMath,<clinit>,126
12,org.apache.commons.math3.util.FastMath,<clinit>,139
12,org.apache.commons.math3.util.FastMath,<clinit>,158
12,org.apache.commons.math3.util.FastMath,<clinit>,177
12,org.apache.commons.math3.util.FastMath,<clinit>,196
12,org.apache.commons.math3.util.FastMath,<clinit>,216
12,org.apache.commons.math3.util.FastMath,<clinit>,235
12,org.apache.commons.math3.util.FastMath,<clinit>,254
12,org.apache.commons.math3.util.FastMath,<clinit>,275
12,org.apache.commons.math3.util.FastMath,<clinit>,283
12,org.apache.commons.math3.util.FastMath,<clinit>,286
12,org.apache.commons.math3.util.FastMath,abs,2992
12,org.apache.commons.math3.util.FastMath,abs,2974
12,org.apache.commons.math3.util.FastMath,exp,807
12,org.apache.commons.math3.util.FastMath,exp,826
12,org.apache.commons.math3.util.FastMath,exp,827
12,org.apache.commons.math3.util.FastMath,exp,829
12,org.apache.commons.math3.util.FastMath,exp,830
12,org.apache.commons.math3.util.FastMath,exp,834
12,org.apache.commons.math3.util.FastMath,exp,837
12,org.apache.commons.math3.util.FastMath,exp,839
12,org.apache.commons.math3.util.FastMath,exp,840
12,org.apache.commons.math3.util.FastMath,exp,844
12,org.apache.commons.math3.util.FastMath,exp,847
12,org.apache.commons.math3.util.FastMath,exp,857
12,org.apache.commons.math3.util.FastMath,exp,859
12,org.apache.commons.math3.util.FastMath,exp,860
12,org.apache.commons.math3.util.FastMath,exp,862
12,org.apache.commons.math3.util.FastMath,exp,882
12,org.apache.commons.math3.util.FastMath,exp,883
12,org.apache.commons.math3.util.FastMath,exp,884
12,org.apache.commons.math3.util.FastMath,exp,890
12,org.apache.commons.math3.util.FastMath,exp,899
12,org.apache.commons.math3.util.FastMath,exp,900
12,org.apache.commons.math3.util.FastMath,exp,901
12,org.apache.commons.math3.util.FastMath,exp,902
12,org.apache.commons.math3.util.FastMath,exp,903
12,org.apache.commons.math3.util.FastMath,exp,910
12,org.apache.commons.math3.util.FastMath,exp,911
12,org.apache.commons.math3.util.FastMath,exp,917
12,org.apache.commons.math3.util.FastMath,exp,919
12,org.apache.commons.math3.util.FastMath,exp,922
12,org.apache.commons.math3.util.FastMath,exp,925
12,org.apache.commons.math3.util.FastMath,exp,931
12,org.apache.commons.math3.util.FastMath,log,1096
12,org.apache.commons.math3.util.FastMath,log,1106
12,org.apache.commons.math3.util.FastMath,log,1109
12,org.apache.commons.math3.util.FastMath,log,1112
12,org.apache.commons.math3.util.FastMath,log,1123
12,org.apache.commons.math3.util.FastMath,log,1132
12,org.apache.commons.math3.util.FastMath,log,1134
12,org.apache.commons.math3.util.FastMath,log,1154
12,org.apache.commons.math3.util.FastMath,log,1155
12,org.apache.commons.math3.util.FastMath,log,1204
12,org.apache.commons.math3.util.FastMath,log,1215
12,org.apache.commons.math3.util.FastMath,log,1217
12,org.apache.commons.math3.util.FastMath,log,1218
12,org.apache.commons.math3.util.FastMath,log,1220
12,org.apache.commons.math3.util.FastMath,log,1222
12,org.apache.commons.math3.util.FastMath,log,1223
12,org.apache.commons.math3.util.FastMath,log,1224
12,org.apache.commons.math3.util.FastMath,log,1225
12,org.apache.commons.math3.util.FastMath,log,1226
12,org.apache.commons.math3.util.FastMath,log,1229
12,org.apache.commons.math3.util.FastMath,log,1230
12,org.apache.commons.math3.util.FastMath,log,1231
12,org.apache.commons.math3.util.FastMath,log,1232
12,org.apache.commons.math3.util.FastMath,log,1235
12,org.apache.commons.math3.util.FastMath,log,1236
12,org.apache.commons.math3.util.FastMath,log,1237
12,org.apache.commons.math3.util.FastMath,log,1239
12,org.apache.commons.math3.util.FastMath,log,1241
12,org.apache.commons.math3.util.FastMath,log,1242
12,org.apache.commons.math3.util.FastMath,log,1244
12,org.apache.commons.math3.util.FastMath,log,1245
12,org.apache.commons.math3.util.FastMath,log,1246
12,org.apache.commons.math3.util.FastMath,log,1249
12,org.apache.commons.math3.util.FastMath,log,1250
12,org.apache.commons.math3.util.FastMath,log,1251
12,org.apache.commons.math3.util.FastMath,log,1253
12,org.apache.commons.math3.util.FastMath,log,1254
12,org.apache.commons.math3.util.FastMath,log,1255
12,org.apache.commons.math3.util.FastMath,log,1259
12,org.apache.commons.math3.util.FastMath,log,1260
12,org.apache.commons.math3.util.FastMath,log,1268
12,org.apache.commons.math3.util.FastMath,log,1269
12,org.apache.commons.math3.util.FastMath,log,1270
12,org.apache.commons.math3.util.FastMath,log,1273
12,org.apache.commons.math3.util.FastMath,log,1274
12,org.apache.commons.math3.util.FastMath,log,1275
12,org.apache.commons.math3.util.FastMath,log,1276
12,org.apache.commons.math3.util.FastMath,log,1277
12,org.apache.commons.math3.util.FastMath,log,1278
12,org.apache.commons.math3.util.FastMath,log,1279
12,org.apache.commons.math3.util.FastMath,log,1296
12,org.apache.commons.math3.util.FastMath,log,1297
12,org.apache.commons.math3.util.FastMath,log,1298
12,org.apache.commons.math3.util.FastMath,log,1299
12,org.apache.commons.math3.util.FastMath,log,1300
12,org.apache.commons.math3.util.FastMath,log,1301
12,org.apache.commons.math3.util.FastMath,log,1303
12,org.apache.commons.math3.util.FastMath,log,1304
12,org.apache.commons.math3.util.FastMath,log,1305
12,org.apache.commons.math3.util.FastMath,log,1306
12,org.apache.commons.math3.util.FastMath,log,1308
12,org.apache.commons.math3.util.FastMath,log,1309
12,org.apache.commons.math3.util.FastMath,log,1310
12,org.apache.commons.math3.util.FastMath,log,1311
12,org.apache.commons.math3.util.FastMath,log,1313
12,org.apache.commons.math3.util.FastMath,log,1314
12,org.apache.commons.math3.util.FastMath,log,1315
12,org.apache.commons.math3.util.FastMath,log,1316
12,org.apache.commons.math3.util.FastMath,log,1318
12,org.apache.commons.math3.util.FastMath,log,1319
12,org.apache.commons.math3.util.FastMath,log,1320
12,org.apache.commons.math3.util.FastMath,log,1321
12,org.apache.commons.math3.util.FastMath,log,1323
12,org.apache.commons.math3.util.FastMath,log,1324
12,org.apache.commons.math3.util.FastMath,log,1325
12,org.apache.commons.math3.util.FastMath,log,1328
12,org.apache.commons.math3.util.FastMath,log1p,1338
12,org.apache.commons.math3.util.FastMath,log1p,1342
12,org.apache.commons.math3.util.FastMath,log1p,1346
12,org.apache.commons.math3.util.FastMath,log1p,1348
12,org.apache.commons.math3.util.FastMath,log1p,1349
12,org.apache.commons.math3.util.FastMath,log1p,1351
12,org.apache.commons.math3.util.FastMath,log1p,1352
12,org.apache.commons.math3.util.FastMath,log1p,1353
12,org.apache.commons.math3.util.FastMath,log1p,1359
12,org.apache.commons.math3.util.FastMath,log1p,1360
12,org.apache.commons.math3.util.FastMath,log1p,1361
12,org.apache.commons.math3.util.FastMath,sqrt,375
12,org.apache.commons.math3.util.FastMath$ExpFracTable,<clinit>,3745
12,org.apache.commons.math3.util.FastMath$ExpFracTable,<clinit>,3746
12,org.apache.commons.math3.util.FastMath$ExpFracTable,<clinit>,3748
12,org.apache.commons.math3.util.FastMath$ExpFracTable,access$300,3719
12,org.apache.commons.math3.util.FastMath$ExpIntTable,<clinit>,3712
12,org.apache.commons.math3.util.FastMath$ExpIntTable,<clinit>,3713
12,org.apache.commons.math3.util.FastMath$ExpIntTable,<clinit>,3715
12,org.apache.commons.math3.util.FastMath$ExpIntTable,access$100,3680
12,org.apache.commons.math3.util.FastMath$lnMant,<clinit>,3766
12,org.apache.commons.math3.util.FastMath$lnMant,<clinit>,3768
12,org.apache.commons.math3.util.FastMath$lnMant,access$400,3752
12,org.apache.commons.math3.util.FastMathLiteralArrays,<clinit>,29
12,org.apache.commons.math3.util.FastMathLiteralArrays,<clinit>,1535
12,org.apache.commons.math3.util.FastMathLiteralArrays,<clinit>,3043
12,org.apache.commons.math3.util.FastMathLiteralArrays,<clinit>,4074
12,org.apache.commons.math3.util.FastMathLiteralArrays,<clinit>,5103
12,org.apache.commons.math3.util.FastMathLiteralArrays,loadExpFracA,6158
12,org.apache.commons.math3.util.FastMathLiteralArrays,loadExpFracB,6166
12,org.apache.commons.math3.util.FastMathLiteralArrays,loadExpIntA,6142
12,org.apache.commons.math3.util.FastMathLiteralArrays,loadExpIntB,6150
12,org.apache.commons.math3.util.FastMathLiteralArrays,loadLnMant,6174
12,org.apache.commons.math3.util.Precision,<clinit>,70
12,org.apache.commons.math3.util.Precision,<clinit>,77
12,org.apache.commons.math3.util.Precision,<clinit>,78
12,org.apache.commons.math3.util.Precision,equals,272
12,org.apache.commons.math3.util.Precision,equals,308
12,org.apache.commons.math3.util.Precision,equals,309
12,org.apache.commons.math3.util.Precision,equals,312
12,org.apache.commons.math3.util.Precision,equals,315
12,org.apache.commons.math3.util.Precision,equals,319
12,org.apache.commons.math3.util.Precision,equals,321
