bug,class,method,line
13,org.apache.commons.math3.analysis.differentiation.DerivativeStructure,getValue,231
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction,<init>,69
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction,<init>,70
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction,<init>,71
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction,<init>,72
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction,<init>,75
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction,<init>,78
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction,<init>,79
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction,<init>,80
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction,evaluate,130
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction,evaluate,131
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction,evaluate,132
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction,evaluate,135
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction,evaluate,136
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction,evaluate,137
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction,evaluate,139
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction,value,94
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction$Parametric,<init>,395
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction$Parametric,gradient,398
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction$Parametric,gradient,399
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction$Parametric,gradient,400
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction$Parametric,gradient,401
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction$Parametric,gradient,402
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction$Parametric,gradient,404
13,org.apache.commons.math3.analysis.polynomials.PolynomialFunction$Parametric,value,409
13,org.apache.commons.math3.exception.ConvergenceException,<init>,48
13,org.apache.commons.math3.exception.ConvergenceException,<init>,49
13,org.apache.commons.math3.exception.ConvergenceException,<init>,50
13,org.apache.commons.math3.exception.MathIllegalArgumentException,<init>,44
13,org.apache.commons.math3.exception.MathIllegalArgumentException,<init>,45
13,org.apache.commons.math3.exception.MathIllegalArgumentException,<init>,46
13,org.apache.commons.math3.exception.MathIllegalArgumentException,<init>,47
13,org.apache.commons.math3.exception.MathIllegalStateException,<init>,69
13,org.apache.commons.math3.exception.MathIllegalStateException,<init>,70
13,org.apache.commons.math3.exception.MathIllegalStateException,<init>,45
13,org.apache.commons.math3.exception.MathIllegalStateException,<init>,46
13,org.apache.commons.math3.exception.MathIllegalStateException,<init>,47
13,org.apache.commons.math3.exception.MathIllegalStateException,<init>,48
13,org.apache.commons.math3.exception.MathIllegalStateException,getContext,74
13,org.apache.commons.math3.exception.util.ArgUtils,flatten,42
13,org.apache.commons.math3.exception.util.ArgUtils,flatten,43
13,org.apache.commons.math3.exception.util.ArgUtils,flatten,44
13,org.apache.commons.math3.exception.util.ArgUtils,flatten,54
13,org.apache.commons.math3.exception.util.ExceptionContext,<init>,64
13,org.apache.commons.math3.exception.util.ExceptionContext,<init>,65
13,org.apache.commons.math3.exception.util.ExceptionContext,<init>,66
13,org.apache.commons.math3.exception.util.ExceptionContext,<init>,67
13,org.apache.commons.math3.exception.util.ExceptionContext,<init>,68
13,org.apache.commons.math3.exception.util.ExceptionContext,<init>,69
13,org.apache.commons.math3.exception.util.ExceptionContext,addMessage,87
13,org.apache.commons.math3.exception.util.ExceptionContext,addMessage,88
13,org.apache.commons.math3.exception.util.ExceptionContext,addMessage,89
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,39
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,44
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,45
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,46
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,47
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,48
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,49
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,50
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,51
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,52
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,53
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,54
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,55
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,56
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,57
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,58
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,59
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,60
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,61
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,62
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,63
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,64
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,65
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,66
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,67
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,68
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,69
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,70
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,71
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,72
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,73
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,74
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,75
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,76
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,77
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,78
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,79
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,80
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,81
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,82
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,83
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,84
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,85
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,86
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,87
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,88
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,89
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,90
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,91
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,92
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,93
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,94
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,95
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,96
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,97
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,98
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,99
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,100
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,101
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,102
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,103
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,104
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,105
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,106
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,107
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,108
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,109
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,110
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,111
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,112
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,113
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,114
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,115
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,116
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,117
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,118
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,119
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,120
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,121
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,122
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,123
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,124
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,125
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,126
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,127
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,128
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,129
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,131
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,132
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,133
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,134
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,135
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,136
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,137
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,138
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,139
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,140
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,141
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,142
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,143
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,144
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,145
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,146
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,147
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,148
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,149
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,150
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,151
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,152
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,153
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,154
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,155
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,156
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,157
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,158
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,159
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,160
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,161
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,162
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,163
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,164
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,165
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,166
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,167
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,168
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,169
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,170
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,171
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,172
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,173
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,174
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,175
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,176
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,177
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,178
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,179
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,180
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,181
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,182
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,183
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,184
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,185
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,186
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,187
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,188
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,189
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,190
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,191
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,192
13,org.apache.commons.math3.exception.util.LocalizedFormats,<clinit>,193
